CPT only copyright 2018 American Medical Association. All rights reserved.,,,,,
,,,,,
"""2018 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)""
",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17930,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
CARDIOVASCULAR,33010,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33010,OTHER,"6,344","$619,290.70","$480,735.06"
MUSCULOSKELETAL,28322,SG,N/A,"$20,060.45","$15,727.38"
MUSCULOSKELETAL,28322,OTHER,758,"$706,080.32","$541,652.47"
MUSCULOSKELETAL,28322,TOTAL,878,"$734,065.15","$563,354.64"
MUSCULOSKELETAL,28340,OTHER,N/A,"$1,164.61",$910.64
MUSCULOSKELETAL,28340,TOTAL,N/A,"$1,164.61",$910.64
MUSCULOSKELETAL,28341,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28341,OTHER,N/A,"$3,831.59","$3,004.74"
MUSCULOSKELETAL,28341,TOTAL,N/A,"$3,831.59","$3,004.74"
MUSCULOSKELETAL,28344,OTHER,N/A,"$2,147.39","$1,678.94"
MUSCULOSKELETAL,28344,TOTAL,N/A,"$2,147.39","$1,678.94"
MUSCULOSKELETAL,28345,80S,N/A,$96.15,$74.87
MUSCULOSKELETAL,28345,SG,N/A,"$1,760.65","$1,380.35"
MUSCULOSKELETAL,28345,OTHER,82,"$26,889.35","$21,079.25"
MUSCULOSKELETAL,28345,TOTAL,88,"$28,746.15","$22,534.47"
MUSCULOSKELETAL,28360,OTHER,N/A,"$1,308.31","$1,025.72"
MUSCULOSKELETAL,28360,TOTAL,N/A,"$1,308.31","$1,025.72"
MUSCULOSKELETAL,28400,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28400,OTHER,"2,946","$669,343.45","$504,330.81"
MUSCULOSKELETAL,28400,TOTAL,"2,946","$669,343.45","$504,330.81"
MUSCULOSKELETAL,28405,80S,N/A,$69.22,$54.27
MUSCULOSKELETAL,28405,OTHER,132,"$40,386.00","$30,837.89"
MUSCULOSKELETAL,28405,TOTAL,134,"$40,455.22","$30,892.16"
MUSCULOSKELETAL,28406,80S,N/A,"$1,077.29",$795.41
MUSCULOSKELETAL,28406,SG,N/A,"$2,946.29","$2,309.89"
MUSCULOSKELETAL,28406,OTHER,159,"$87,752.66","$67,627.51"
MUSCULOSKELETAL,28406,TOTAL,170,"$91,776.24","$70,732.81"
MUSCULOSKELETAL,28415,80S,365,"$59,519.62","$45,491.99"
MUSCULOSKELETAL,28415,SG,N/A,"$19,882.48","$14,096.81"
MUSCULOSKELETAL,28415,OTHER,"1,412","$1,743,241.64","$1,353,496.50"
MUSCULOSKELETAL,28415,TOTAL,"1,784","$1,822,643.74","$1,413,085.30"
MUSCULOSKELETAL,28420,80S,N/A,"$1,186.24",$930.00
MUSCULOSKELETAL,28420,OTHER,59,"$110,535.57","$80,821.60"
MUSCULOSKELETAL,28420,TOTAL,66,"$111,721.81","$81,751.60"
MUSCULOSKELETAL,28430,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28430,OTHER,"1,405","$280,989.23","$211,954.35"
MUSCULOSKELETAL,28430,TOTAL,"1,405","$280,989.23","$211,954.35"
MUSCULOSKELETAL,28435,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28435,OTHER,91,"$21,810.33","$16,903.52"
MUSCULOSKELETAL,28435,TOTAL,91,"$21,810.33","$16,903.52"
MUSCULOSKELETAL,28436,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28436,OTHER,35,"$15,275.92","$11,974.67"
MUSCULOSKELETAL,28436,TOTAL,35,"$15,275.92","$11,974.67"
MUSCULOSKELETAL,28445,80S,96,"$12,758.36","$9,988.66"
MUSCULOSKELETAL,28445,SG,N/A,"$2,946.29","$2,309.89"
MUSCULOSKELETAL,28445,OTHER,479,"$508,344.72","$392,762.78"
MUSCULOSKELETAL,28445,TOTAL,576,"$524,049.37","$405,061.33"
MUSCULOSKELETAL,28446,80S,N/A,$592.86,$464.80
MUSCULOSKELETAL,28446,OTHER,16,"$22,726.30","$17,807.45"
MUSCULOSKELETAL,28446,TOTAL,19,"$23,319.16","$18,272.25"
MUSCULOSKELETAL,28450,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28450,OTHER,"2,333","$411,575.28","$310,168.37"
MUSCULOSKELETAL,28450,TOTAL,"2,333","$411,575.28","$310,168.37"
MUSCULOSKELETAL,28455,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28455,OTHER,98,"$21,502.55","$16,466.88"
MUSCULOSKELETAL,28455,TOTAL,98,"$21,502.55","$16,466.88"
MUSCULOSKELETAL,28456,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28456,OTHER,47,"$19,044.42","$12,919.90"
MUSCULOSKELETAL,28456,TOTAL,47,"$19,044.42","$12,919.90"
MUSCULOSKELETAL,28465,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28465,OTHER,516,"$346,966.68","$269,093.86"
MUSCULOSKELETAL,28465,TOTAL,516,"$346,966.68","$269,093.86"
MUSCULOSKELETAL,28470,80S,N/A,$13.37,$10.38
MUSCULOSKELETAL,28470,SG,N/A,$52.80,$41.40
MUSCULOSKELETAL,28470,OTHER,"31,064","$6,144,422.93","$4,621,453.96"
MUSCULOSKELETAL,28470,TOTAL,"31,066","$6,144,489.10","$4,621,505.74"
MUSCULOSKELETAL,28475,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28475,OTHER,"1,014","$204,268.56","$155,918.85"
MUSCULOSKELETAL,28475,TOTAL,"1,014","$204,268.56","$155,918.85"
MUSCULOSKELETAL,28476,80S,25,"$1,012.72",$791.15
MUSCULOSKELETAL,28476,SG,N/A,"$2,652.86","$2,079.85"
MUSCULOSKELETAL,28476,OTHER,640,"$221,034.14","$171,800.99"
MUSCULOSKELETAL,28476,TOTAL,667,"$224,699.72","$174,671.99"
MUSCULOSKELETAL,28485,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28485,SG,46,"$113,990.59","$85,587.68"
MUSCULOSKELETAL,28485,OTHER,"4,919","$3,987,309.96","$3,069,014.93"
MUSCULOSKELETAL,28485,TOTAL,"4,965","$4,101,300.55","$3,154,602.61"
MUSCULOSKELETAL,28490,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28490,OTHER,"6,966","$864,206.88","$645,590.71"
MUSCULOSKELETAL,28490,TOTAL,"6,966","$864,206.88","$645,590.71"
MUSCULOSKELETAL,28495,OTHER,393,"$64,135.62","$48,556.15"
MUSCULOSKELETAL,28495,TOTAL,393,"$64,135.62","$48,556.15"
MUSCULOSKELETAL,28496,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28496,SG,N/A,$703.73,$551.72
MUSCULOSKELETAL,28496,OTHER,132,"$50,354.63","$38,710.61"
MUSCULOSKELETAL,28496,TOTAL,133,"$51,058.36","$39,262.33"
MUSCULOSKELETAL,28505,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28505,SG,N/A,"$3,498.50","$2,742.82"
MUSCULOSKELETAL,28505,OTHER,530,"$318,752.35","$242,928.62"
MUSCULOSKELETAL,28505,TOTAL,533,"$322,250.85","$245,671.44"
MUSCULOSKELETAL,28510,OTHER,"14,413","$1,612,797.79","$1,198,930.65"
MUSCULOSKELETAL,28510,TOTAL,"14,413","$1,612,797.79","$1,198,930.65"
MUSCULOSKELETAL,28515,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28515,OTHER,"1,610","$236,695.73","$177,577.72"
MUSCULOSKELETAL,28515,TOTAL,"1,610","$236,695.73","$177,577.72"
MUSCULOSKELETAL,28525,80S,N/A,$305.06,$239.16
MUSCULOSKELETAL,28525,SG,N/A,"$8,019.34","$6,287.16"
MUSCULOSKELETAL,28525,OTHER,524,"$272,235.13","$208,243.87"
MUSCULOSKELETAL,28525,TOTAL,536,"$280,559.53","$214,770.19"
MUSCULOSKELETAL,28530,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28530,OTHER,146,"$16,540.77","$12,395.70"
MUSCULOSKELETAL,28530,TOTAL,146,"$16,540.77","$12,395.70"
MUSCULOSKELETAL,28531,OTHER,16,"$2,584.21","$2,006.58"
MUSCULOSKELETAL,28531,TOTAL,16,"$2,584.21","$2,006.58"
MUSCULOSKELETAL,28540,OTHER,77,"$13,378.62","$10,133.91"
MUSCULOSKELETAL,28540,TOTAL,77,"$13,378.62","$10,133.91"
MUSCULOSKELETAL,28545,80S,N/A,$21.15,$16.58
MUSCULOSKELETAL,28545,OTHER,23,"$4,034.53","$3,151.43"
MUSCULOSKELETAL,28545,TOTAL,24,"$4,055.68","$3,168.01"
MUSCULOSKELETAL,28546,80S,N/A,$22.84,$17.90
MUSCULOSKELETAL,28546,OTHER,31,"$5,746.57","$4,494.44"
MUSCULOSKELETAL,28546,TOTAL,32,"$5,769.41","$4,512.34"
MUSCULOSKELETAL,28555,80S,76,"$4,126.14","$3,127.26"
MUSCULOSKELETAL,28555,SG,N/A,"$4,419.44","$3,464.84"
MUSCULOSKELETAL,28555,OTHER,245,"$123,902.32","$94,024.05"
MUSCULOSKELETAL,28555,TOTAL,323,"$132,447.90","$100,616.15"
MUSCULOSKELETAL,28570,OTHER,41,"$7,405.30","$5,690.89"
MUSCULOSKELETAL,28570,TOTAL,41,"$7,405.30","$5,690.89"
MUSCULOSKELETAL,28575,80S,N/A,$49.69,$38.95
MUSCULOSKELETAL,28575,OTHER,46,"$12,207.31","$9,121.63"
MUSCULOSKELETAL,28575,TOTAL,48,"$12,257.00","$9,160.58"
MUSCULOSKELETAL,28576,80S,N/A,$87.33,$68.46
MUSCULOSKELETAL,28576,OTHER,34,"$7,762.60","$6,076.82"
MUSCULOSKELETAL,28576,TOTAL,37,"$7,849.93","$6,145.28"
MUSCULOSKELETAL,28585,80S,46,"$3,043.77","$2,382.50"
MUSCULOSKELETAL,28585,SG,N/A,"$8,955.77","$7,021.33"
MUSCULOSKELETAL,28585,OTHER,371,"$351,798.24","$272,292.43"
MUSCULOSKELETAL,28585,TOTAL,420,"$363,797.78","$281,696.26"
MUSCULOSKELETAL,28600,OTHER,112,"$19,203.24","$14,286.13"
MUSCULOSKELETAL,28600,TOTAL,112,"$19,203.24","$14,286.13"
MUSCULOSKELETAL,28605,80S,N/A,$42.10,$34.05
MUSCULOSKELETAL,28605,OTHER,70,"$12,765.15","$9,817.71"
MUSCULOSKELETAL,28605,TOTAL,72,"$12,807.25","$9,851.76"
MUSCULOSKELETAL,28606,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28606,SG,N/A,$0.00,$0.00
MUSCULOSKELETAL,28606,OTHER,275,"$78,278.49","$61,142.55"
MUSCULOSKELETAL,28606,TOTAL,275,"$78,278.49","$61,142.55"
MUSCULOSKELETAL,28615,80S,458,"$42,834.29","$32,432.59"
MUSCULOSKELETAL,28615,SG,N/A,"$16,693.04","$13,087.34"
MUSCULOSKELETAL,28615,OTHER,"1,760","$1,414,155.06","$1,084,870.51"
MUSCULOSKELETAL,28615,TOTAL,"2,226","$1,473,682.39","$1,130,390.44"
MUSCULOSKELETAL,28630,OTHER,251,"$28,523.34","$21,390.64"
MUSCULOSKELETAL,28630,TOTAL,251,"$28,523.34","$21,390.64"
MUSCULOSKELETAL,28635,80S,N/A,$18.20,$15.22
MUSCULOSKELETAL,28635,SG,N/A,"$1,214.30",$952.01
MUSCULOSKELETAL,28635,OTHER,148,"$24,924.66","$19,161.82"
MUSCULOSKELETAL,28635,TOTAL,151,"$26,157.16","$20,129.05"
MUSCULOSKELETAL,28636,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28636,OTHER,156,"$28,141.98","$21,955.12"
MUSCULOSKELETAL,28636,TOTAL,156,"$28,141.98","$21,955.12"
MUSCULOSKELETAL,28645,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28645,SG,27,"$29,983.49","$23,016.38"
MUSCULOSKELETAL,28645,OTHER,"2,271","$1,052,989.29","$815,713.93"
MUSCULOSKELETAL,28645,TOTAL,"2,298","$1,082,972.78","$838,730.31"
MUSCULOSKELETAL,28660,OTHER,735,"$64,625.68","$47,209.25"
MUSCULOSKELETAL,28660,TOTAL,735,"$64,625.68","$47,209.25"
MUSCULOSKELETAL,28665,OTHER,263,"$27,829.25","$21,243.15"
MUSCULOSKELETAL,28665,TOTAL,263,"$27,829.25","$21,243.15"
MUSCULOSKELETAL,28666,OTHER,82,"$16,769.93","$12,715.30"
MUSCULOSKELETAL,28666,TOTAL,82,"$16,769.93","$12,715.30"
MUSCULOSKELETAL,28675,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28675,SG,N/A,"$1,203.12",$943.25
MUSCULOSKELETAL,28675,OTHER,302,"$147,059.85","$115,146.23"
MUSCULOSKELETAL,28675,TOTAL,303,"$148,262.97","$116,089.48"
MUSCULOSKELETAL,28705,80S,93,"$17,247.28","$13,358.37"
MUSCULOSKELETAL,28705,OTHER,323,"$420,464.28","$325,306.48"
MUSCULOSKELETAL,28705,TOTAL,416,"$437,711.56","$338,664.85"
MUSCULOSKELETAL,28715,80S,631,"$84,366.38","$64,975.44"
MUSCULOSKELETAL,28715,SG,N/A,"$28,379.20","$22,189.09"
MUSCULOSKELETAL,28715,OTHER,"1,842","$2,332,625.63","$1,792,092.42"
MUSCULOSKELETAL,28715,TOTAL,"2,477","$2,445,371.21","$1,879,256.95"
MUSCULOSKELETAL,28725,80S,"1,328","$122,690.32","$93,396.77"
MUSCULOSKELETAL,28725,SG,20,"$100,691.88","$78,655.48"
MUSCULOSKELETAL,28725,OTHER,"4,319","$4,051,274.42","$3,095,606.78"
MUSCULOSKELETAL,28725,TOTAL,"5,667","$4,274,656.62","$3,267,659.03"
MUSCULOSKELETAL,28730,80S,"1,061","$98,376.24","$75,360.36"
MUSCULOSKELETAL,28730,SG,43,"$295,580.84","$226,670.97"
MUSCULOSKELETAL,28730,OTHER,"3,787","$5,717,025.72","$4,399,368.51"
MUSCULOSKELETAL,28730,TOTAL,"4,891","$6,110,982.80","$4,701,399.84"
MUSCULOSKELETAL,28735,80S,141,"$14,584.40","$11,331.10"
MUSCULOSKELETAL,28735,SG,N/A,"$8,594.44","$6,738.04"
MUSCULOSKELETAL,28735,OTHER,543,"$641,954.50","$499,822.77"
MUSCULOSKELETAL,28735,TOTAL,685,"$665,133.34","$517,891.91"
MUSCULOSKELETAL,28737,80S,54,"$3,963.50","$3,016.06"
MUSCULOSKELETAL,28737,SG,N/A,"$8,067.67","$6,325.06"
MUSCULOSKELETAL,28737,OTHER,237,"$278,001.14","$213,852.80"
MUSCULOSKELETAL,28737,TOTAL,292,"$290,032.31","$223,193.92"
MUSCULOSKELETAL,28740,80S,"1,081","$71,735.35","$54,783.09"
MUSCULOSKELETAL,28740,SG,47,"$172,101.79","$128,735.88"
MUSCULOSKELETAL,28740,OTHER,"4,428","$3,780,910.20","$2,896,692.23"
MUSCULOSKELETAL,28740,TOTAL,"5,556","$4,024,747.34","$3,080,211.20"
MUSCULOSKELETAL,28750,80S,782,"$63,100.29","$48,737.78"
MUSCULOSKELETAL,28750,SG,167,"$650,393.30","$496,421.00"
MUSCULOSKELETAL,28750,OTHER,"13,472","$16,827,379.65","$12,940,384.97"
MUSCULOSKELETAL,28750,TOTAL,"14,421","$17,540,873.24","$13,485,543.75"
MUSCULOSKELETAL,28755,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28755,SG,39,"$95,683.02","$75,015.44"
MUSCULOSKELETAL,28755,OTHER,"2,792","$2,017,758.71","$1,559,568.60"
MUSCULOSKELETAL,28755,TOTAL,"2,831","$2,113,441.73","$1,634,584.04"
MUSCULOSKELETAL,28760,80S,45,"$3,157.72","$2,304.20"
MUSCULOSKELETAL,28760,SG,N/A,"$2,560.95","$2,007.78"
MUSCULOSKELETAL,28760,OTHER,364,"$306,526.90","$230,141.22"
MUSCULOSKELETAL,28760,TOTAL,410,"$312,245.57","$234,453.20"
MUSCULOSKELETAL,28800,80S,68,"$4,872.52","$3,705.15"
MUSCULOSKELETAL,28800,SG,N/A,$0.00,$0.00
MUSCULOSKELETAL,28800,OTHER,"1,044","$483,431.92","$374,483.65"
MUSCULOSKELETAL,28800,TOTAL,"1,112","$488,304.44","$378,188.80"
MUSCULOSKELETAL,28805,80S,180,"$18,759.41","$14,474.70"
MUSCULOSKELETAL,28805,SG,N/A,$0.00,$0.00
MUSCULOSKELETAL,28805,OTHER,"8,988","$6,273,509.21","$4,878,549.07"
MUSCULOSKELETAL,28805,TOTAL,"9,168","$6,292,268.62","$4,893,023.77"
MUSCULOSKELETAL,28810,80S,214,"$11,291.41","$8,842.98"
MUSCULOSKELETAL,28810,SG,35,"$40,717.75","$31,582.50"
MUSCULOSKELETAL,28810,OTHER,"18,229","$6,965,205.28","$5,399,502.04"
MUSCULOSKELETAL,28810,TOTAL,"18,478","$7,017,214.44","$5,439,927.52"
MUSCULOSKELETAL,28820,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28820,SG,227,"$149,688.06","$114,143.69"
MUSCULOSKELETAL,28820,OTHER,"33,976","$12,488,214.01","$9,679,075.26"
MUSCULOSKELETAL,28820,TOTAL,"34,203","$12,637,902.07","$9,793,218.95"
MUSCULOSKELETAL,28825,80S,N/A,$24.47,$20.46
MUSCULOSKELETAL,28825,SG,127,"$85,147.43","$63,443.83"
MUSCULOSKELETAL,28825,OTHER,"16,003","$5,900,871.90","$4,566,549.59"
MUSCULOSKELETAL,28825,TOTAL,"16,131","$5,986,043.80","$4,630,013.88"
MUSCULOSKELETAL,28890,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28890,OTHER,276,"$82,129.17","$63,172.72"
MUSCULOSKELETAL,28890,TOTAL,276,"$82,129.17","$63,172.72"
MUSCULOSKELETAL,28899,80S,31,"$2,764.89","$2,164.84"
MUSCULOSKELETAL,28899,SG,N/A,$0.00,$0.00
MUSCULOSKELETAL,28899,OTHER,"1,264","$218,273.31","$169,439.95"
MUSCULOSKELETAL,28899,TOTAL,"1,295","$221,038.20","$171,604.79"
MUSCULOSKELETAL,29000,OTHER,N/A,$603.37,$473.04
MUSCULOSKELETAL,29000,TOTAL,N/A,$603.37,$473.04
MUSCULOSKELETAL,29010,OTHER,N/A,$271.00,$212.46
MUSCULOSKELETAL,29010,TOTAL,N/A,$271.00,$212.46
MUSCULOSKELETAL,29015,OTHER,N/A,"$1,102.04",$869.54
MUSCULOSKELETAL,29015,TOTAL,N/A,"$1,102.04",$869.54
MUSCULOSKELETAL,29035,OTHER,15,"$4,216.71","$3,305.88"
MUSCULOSKELETAL,29035,TOTAL,15,"$4,216.71","$3,305.88"
MUSCULOSKELETAL,29044,OTHER,N/A,$623.85,$489.11
MUSCULOSKELETAL,29044,TOTAL,N/A,$623.85,$489.11
MUSCULOSKELETAL,29049,OTHER,N/A,$498.77,$387.60
MUSCULOSKELETAL,29049,TOTAL,N/A,$498.77,$387.60
MUSCULOSKELETAL,29055,OTHER,138,"$11,861.66","$9,355.96"
MUSCULOSKELETAL,29055,TOTAL,138,"$11,861.66","$9,355.96"
MUSCULOSKELETAL,29058,OTHER,18,"$2,075.85","$1,620.61"
MUSCULOSKELETAL,29058,TOTAL,18,"$2,075.85","$1,620.61"
MUSCULOSKELETAL,29065,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29065,OTHER,"9,260","$839,486.34","$630,793.83"
MUSCULOSKELETAL,29065,TOTAL,"9,260","$839,486.34","$630,793.83"
MUSCULOSKELETAL,29075,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29075,OTHER,"68,902","$5,712,250.06","$4,270,271.87"
MUSCULOSKELETAL,29075,TOTAL,"68,902","$5,712,250.06","$4,270,271.87"
MUSCULOSKELETAL,29085,OTHER,"8,737","$797,453.00","$597,999.50"
MUSCULOSKELETAL,29085,TOTAL,"8,737","$797,453.00","$597,999.50"
MUSCULOSKELETAL,29086,OTHER,818,"$63,441.66","$47,501.74"
MUSCULOSKELETAL,29086,TOTAL,818,"$63,441.66","$47,501.74"
MUSCULOSKELETAL,29105,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29105,OTHER,"26,393","$1,836,161.48","$1,383,089.78"
MUSCULOSKELETAL,29105,TOTAL,"26,393","$1,836,161.48","$1,383,089.78"
MUSCULOSKELETAL,29125,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29125,OTHER,"85,515","$4,276,611.84","$3,173,896.54"
MUSCULOSKELETAL,29125,TOTAL,"85,515","$4,276,611.84","$3,173,896.54"
MUSCULOSKELETAL,29126,OTHER,"1,072","$79,644.21","$59,626.61"
MUSCULOSKELETAL,29126,TOTAL,"1,072","$79,644.21","$59,626.61"
MUSCULOSKELETAL,29130,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29130,OTHER,"17,703","$618,134.08","$453,672.42"
MUSCULOSKELETAL,29130,TOTAL,"17,703","$618,134.08","$453,672.42"
MUSCULOSKELETAL,29131,OTHER,477,"$22,943.78","$16,893.61"
MUSCULOSKELETAL,29131,TOTAL,477,"$22,943.78","$16,893.61"
MUSCULOSKELETAL,29200,OTHER,"13,146","$364,260.84","$279,291.58"
MUSCULOSKELETAL,29200,TOTAL,"13,146","$364,260.84","$279,291.58"
MUSCULOSKELETAL,29240,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29240,OTHER,"17,767","$527,376.33","$405,559.40"
MUSCULOSKELETAL,29240,TOTAL,"17,767","$527,376.33","$405,559.40"
MUSCULOSKELETAL,29260,OTHER,"4,965","$138,991.26","$105,336.31"
MUSCULOSKELETAL,29260,TOTAL,"4,965","$138,991.26","$105,336.31"
MUSCULOSKELETAL,29280,OTHER,"3,092","$87,238.76","$65,789.95"
MUSCULOSKELETAL,29280,TOTAL,"3,092","$87,238.76","$65,789.95"
MUSCULOSKELETAL,29305,OTHER,29,"$3,384.61","$2,526.63"
MUSCULOSKELETAL,29305,TOTAL,29,"$3,384.61","$2,526.63"
MUSCULOSKELETAL,29325,OTHER,N/A,$540.92,$424.08
MUSCULOSKELETAL,29325,TOTAL,N/A,$540.92,$424.08
MUSCULOSKELETAL,29345,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29345,SG,N/A,$0.00,$0.00
MUSCULOSKELETAL,29345,OTHER,"1,923","$238,004.37","$180,366.86"
MUSCULOSKELETAL,29345,TOTAL,"1,923","$238,004.37","$180,366.86"
MUSCULOSKELETAL,29355,OTHER,215,"$27,956.62","$21,342.87"
MUSCULOSKELETAL,29355,TOTAL,215,"$27,956.62","$21,342.87"
MUSCULOSKELETAL,29358,OTHER,73,"$10,076.48","$7,859.78"
MUSCULOSKELETAL,29358,TOTAL,73,"$10,076.48","$7,859.78"
MUSCULOSKELETAL,29365,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29365,OTHER,549,"$63,019.65","$47,619.61"
MUSCULOSKELETAL,29365,TOTAL,549,"$63,019.65","$47,619.61"
MUSCULOSKELETAL,29405,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29405,OTHER,"54,896","$4,219,495.88","$3,153,356.34"
MUSCULOSKELETAL,29405,TOTAL,"54,896","$4,219,495.88","$3,153,356.34"
MUSCULOSKELETAL,29425,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29425,SG,N/A,$56.10,$43.98
MUSCULOSKELETAL,29425,OTHER,"18,602","$1,394,769.22","$1,040,185.43"
MUSCULOSKELETAL,29425,TOTAL,"18,604","$1,394,825.32","$1,040,229.41"
MUSCULOSKELETAL,29435,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29435,OTHER,182,"$19,889.54","$15,331.63"
MUSCULOSKELETAL,29435,TOTAL,182,"$19,889.54","$15,331.63"
MUSCULOSKELETAL,29440,OTHER,42,"$1,079.22",$751.34
MUSCULOSKELETAL,29440,TOTAL,42,"$1,079.22",$751.34
MUSCULOSKELETAL,29445,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29445,OTHER,"39,505","$4,320,311.81","$3,275,228.18"
MUSCULOSKELETAL,29445,TOTAL,"39,505","$4,320,311.81","$3,275,228.18"
MUSCULOSKELETAL,29450,OTHER,194,"$26,417.68","$19,917.37"
MUSCULOSKELETAL,29450,TOTAL,194,"$26,417.68","$19,917.37"
MUSCULOSKELETAL,29505,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29505,OTHER,"10,446","$616,339.13","$474,574.03"
MUSCULOSKELETAL,29505,TOTAL,"10,446","$616,339.13","$474,574.03"
MUSCULOSKELETAL,29515,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29515,SG,N/A,$205.94,$147.39
MUSCULOSKELETAL,29515,OTHER,"53,268","$3,120,257.48","$2,343,259.13"
MUSCULOSKELETAL,29515,TOTAL,"53,275","$3,120,463.42","$2,343,406.52"
MUSCULOSKELETAL,29520,80S,15,$20.70,$16.20
MUSCULOSKELETAL,29520,OTHER,"12,865","$424,420.37","$325,833.92"
MUSCULOSKELETAL,29520,TOTAL,"12,880","$424,441.07","$325,850.12"
MUSCULOSKELETAL,29530,OTHER,"25,577","$752,058.38","$578,728.47"
MUSCULOSKELETAL,29530,TOTAL,"25,577","$752,058.38","$578,728.47"
MUSCULOSKELETAL,29540,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29540,OTHER,"190,895","$4,848,198.78","$3,617,408.86"
MUSCULOSKELETAL,29540,TOTAL,"190,895","$4,848,198.78","$3,617,408.86"
MUSCULOSKELETAL,29550,OTHER,"53,625","$896,305.95","$672,278.15"
MUSCULOSKELETAL,29550,TOTAL,"53,625","$896,305.95","$672,278.15"
MUSCULOSKELETAL,29580,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29580,OTHER,"227,352","$13,477,488.15","$10,176,398.80"
MUSCULOSKELETAL,29580,TOTAL,"227,352","$13,477,488.15","$10,176,398.80"
MUSCULOSKELETAL,29581,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,29581,SG,51,"$1,824.16","$1,430.01"
MUSCULOSKELETAL,29581,OTHER,"155,728","$10,661,989.02","$8,160,657.13"
MUSCULOSKELETAL,29581,TOTAL,"155,779","$10,663,813.18","$8,162,087.14"
MUSCULOSKELETAL,29582,OTHER,N/A,$0.00,$0.00
MUSCULOSKELETAL,29582,TOTAL,N/A,$0.00,$0.00
MUSCULOSKELETAL,29584,OTHER,"4,194","$291,982.03","$225,886.11"
MUSCULOSKELETAL,29584,TOTAL,"4,194","$291,982.03","$225,886.11"
MUSCULOSKELETAL,29700,OTHER,"3,369","$174,350.97","$132,188.48"
MUSCULOSKELETAL,29700,TOTAL,"3,369","$174,350.97","$132,188.48"
MUSCULOSKELETAL,29705,OTHER,"2,890","$160,352.75","$120,967.32"
MUSCULOSKELETAL,29705,TOTAL,"2,890","$160,352.75","$120,967.32"
MUSCULOSKELETAL,29710,OTHER,N/A,$654.70,$414.83
MUSCULOSKELETAL,29710,TOTAL,N/A,$654.70,$414.83
MUSCULOSKELETAL,29720,OTHER,30,"$2,341.79","$1,833.65"
MUSCULOSKELETAL,29720,TOTAL,30,"$2,341.79","$1,833.65"
MUSCULOSKELETAL,29730,OTHER,278,"$11,818.32","$8,965.58"
MUSCULOSKELETAL,29730,TOTAL,278,"$11,818.32","$8,965.58"
MUSCULOSKELETAL,29740,OTHER,40,"$3,440.96","$2,553.15"
MUSCULOSKELETAL,29740,TOTAL,40,"$3,440.96","$2,553.15"
MUSCULOSKELETAL,29750,OTHER,N/A,$438.09,$340.81
MUSCULOSKELETAL,29750,TOTAL,N/A,$438.09,$340.81
MUSCULOSKELETAL,29799,OTHER,285,"$11,503.43","$8,965.02"
